cust_id,total_tickets,resolved_tickets,fcr_flag,fcr_score
CUST_2549,3,3,1,1.0
CUST_2550,6,6,1,1.0
CUST_2551,1,1,1,1.0
CUST_2552,7,7,1,1.0
CUST_2553,4,4,1,1.0
CUST_2554,3,3,1,1.0
CUST_2555,4,4,1,1.0
CUST_2556,8,8,1,1.0
CUST_2557,6,6,1,1.0
CUST_2558,5,5,1,1.0
CUST_2559,3,3,1,1.0
CUST_2560,4,4,1,1.0
CUST_2561,8,8,1,1.0
CUST_2562,4,4,1,1.0
CUST_2563,11,11,1,1.0
CUST_2564,9,9,1,1.0
CUST_2565,6,6,1,1.0
CUST_2566,2,2,1,1.0
CUST_2567,1,1,1,1.0
CUST_2568,2,2,1,1.0
CUST_2569,5,5,1,1.0
CUST_2570,3,3,1,1.0
CUST_2571,6,6,1,1.0
CUST_2572,6,6,1,1.0
CUST_2573,5,5,1,1.0
CUST_2574,3,3,1,1.0
CUST_2575,8,8,1,1.0
CUST_2576,7,7,1,1.0
CUST_2577,2,2,1,1.0
CUST_2578,2,2,1,1.0
CUST_2579,3,3,1,1.0
CUST_2580,6,6,1,1.0
CUST_2581,6,6,1,1.0
CUST_2582,7,7,1,1.0
CUST_2583,5,5,1,1.0
CUST_2584,3,3,1,1.0
CUST_2585,7,7,1,1.0
CUST_2586,4,4,1,1.0
CUST_2587,5,5,1,1.0
CUST_2588,8,8,1,1.0
CUST_2589,8,8,1,1.0
CUST_2590,5,5,1,1.0
CUST_2591,5,5,1,1.0
CUST_2592,6,6,1,1.0
CUST_2593,4,4,1,1.0
CUST_2594,6,6,1,1.0
CUST_2595,7,7,1,1.0
CUST_2596,2,2,1,1.0
CUST_2597,5,5,1,1.0
CUST_2598,7,7,1,1.0
CUST_2599,3,3,1,1.0
CUST_2600,1,1,1,1.0
CUST_2601,6,6,1,1.0
CUST_2602,2,2,1,1.0
CUST_2603,5,5,1,1.0
CUST_2604,6,6,1,1.0
CUST_2605,5,5,1,1.0
CUST_2606,3,3,1,1.0
CUST_2607,5,5,1,1.0
CUST_2608,3,3,1,1.0
CUST_2609,6,6,1,1.0
CUST_2610,6,6,1,1.0
CUST_2611,3,3,1,1.0
CUST_2612,10,10,1,1.0
CUST_2613,4,4,1,1.0
CUST_2614,2,2,1,1.0
CUST_2615,5,5,1,1.0
CUST_2616,3,3,1,1.0
CUST_2617,7,7,1,1.0
CUST_2618,5,5,1,1.0
CUST_2619,11,11,1,1.0
CUST_2620,5,5,1,1.0
CUST_2621,5,5,1,1.0
CUST_2622,5,5,1,1.0
CUST_2623,7,7,1,1.0
CUST_2624,8,8,1,1.0
CUST_2625,3,3,1,1.0
CUST_2626,6,6,1,1.0
CUST_2627,4,4,1,1.0
CUST_2628,2,2,1,1.0
CUST_2629,3,3,1,1.0
CUST_2630,3,3,1,1.0
CUST_2631,11,11,1,1.0
CUST_2632,7,7,1,1.0
CUST_2633,4,4,1,1.0
CUST_2634,2,2,1,1.0
CUST_2635,4,4,1,1.0
CUST_2636,5,5,1,1.0
CUST_2637,6,6,1,1.0
CUST_2638,4,4,1,1.0
CUST_2639,6,6,1,1.0
CUST_2640,2,2,1,1.0
CUST_2641,3,3,1,1.0
CUST_2642,4,4,1,1.0
CUST_2643,2,2,1,1.0
CUST_2644,4,4,1,1.0
CUST_2645,7,7,1,1.0
CUST_2646,8,8,1,1.0
CUST_2647,8,8,1,1.0
CUST_2648,4,4,1,1.0
CUST_2649,3,3,1,1.0
CUST_2650,4,4,1,1.0
CUST_2651,5,5,1,1.0
CUST_2652,5,5,1,1.0
CUST_2653,1,1,1,1.0
CUST_2654,5,5,1,1.0
CUST_2655,5,5,1,1.0
CUST_2656,4,4,1,1.0
CUST_2657,5,5,1,1.0
CUST_2658,4,4,1,1.0
CUST_2659,7,7,1,1.0
CUST_2660,8,8,1,1.0
CUST_2661,8,8,1,1.0
CUST_2662,6,6,1,1.0
CUST_2663,4,4,1,1.0
CUST_2664,2,2,1,1.0
CUST_2665,4,4,1,1.0
CUST_2667,6,6,1,1.0
CUST_2668,9,9,1,1.0
CUST_2669,10,10,1,1.0
CUST_2670,4,4,1,1.0
CUST_2671,3,3,1,1.0
CUST_2672,8,8,1,1.0
CUST_2673,6,6,1,1.0
CUST_2674,8,8,1,1.0
CUST_2675,4,4,1,1.0
CUST_2676,7,7,1,1.0
CUST_2677,6,6,1,1.0
CUST_2678,3,3,1,1.0
CUST_2679,2,2,1,1.0
CUST_2680,5,5,1,1.0
CUST_2681,5,5,1,1.0
CUST_2682,5,5,1,1.0
CUST_2683,2,2,1,1.0
CUST_2684,3,3,1,1.0
CUST_2685,7,7,1,1.0
CUST_2686,8,8,1,1.0
CUST_2687,6,6,1,1.0
CUST_2688,6,6,1,1.0
CUST_2689,5,5,1,1.0
CUST_2690,3,3,1,1.0
CUST_2691,7,7,1,1.0
CUST_2692,6,6,1,1.0
CUST_2693,4,4,1,1.0
CUST_2694,8,8,1,1.0
CUST_2695,4,4,1,1.0
CUST_2696,6,6,1,1.0
CUST_2697,7,7,1,1.0
CUST_2698,9,9,1,1.0
CUST_2699,3,3,1,1.0
CUST_2700,4,4,1,1.0
CUST_2701,3,3,1,1.0
CUST_2702,6,6,1,1.0
CUST_2703,6,6,1,1.0
CUST_2704,6,6,1,1.0
CUST_2705,1,1,1,1.0
CUST_2706,6,6,1,1.0
CUST_2707,2,2,1,1.0
CUST_2708,9,9,1,1.0
CUST_2709,4,4,1,1.0
CUST_2710,10,10,1,1.0
CUST_2711,7,7,1,1.0
CUST_2712,5,5,1,1.0
CUST_2713,9,9,1,1.0
CUST_2714,2,2,1,1.0
CUST_2715,3,3,1,1.0
CUST_2716,3,3,1,1.0
CUST_2717,6,6,1,1.0
CUST_2718,6,6,1,1.0
CUST_2719,7,7,1,1.0
CUST_2720,5,5,1,1.0
CUST_2721,3,3,1,1.0
CUST_2722,3,3,1,1.0
CUST_2723,5,5,1,1.0
CUST_2724,3,3,1,1.0
CUST_2725,7,7,1,1.0
CUST_2726,3,3,1,1.0
CUST_2727,6,6,1,1.0
CUST_2728,5,5,1,1.0
CUST_2729,5,5,1,1.0
CUST_2730,3,3,1,1.0
CUST_2731,5,5,1,1.0
CUST_2732,2,2,1,1.0
CUST_2733,3,3,1,1.0
CUST_2734,8,8,1,1.0
CUST_2735,5,5,1,1.0
CUST_2736,4,4,1,1.0
CUST_2737,8,8,1,1.0
CUST_2738,4,4,1,1.0
CUST_2739,6,6,1,1.0
CUST_2740,8,8,1,1.0
CUST_2741,4,4,1,1.0
CUST_2742,2,2,1,1.0
CUST_2743,7,7,1,1.0
CUST_2744,6,6,1,1.0
CUST_2745,7,7,1,1.0
CUST_2746,5,5,1,1.0
CUST_2747,3,3,1,1.0
CUST_2748,4,4,1,1.0
CUST_2749,5,5,1,1.0
CUST_2750,4,4,1,1.0
CUST_2751,2,2,1,1.0
CUST_2752,3,3,1,1.0
CUST_2753,4,4,1,1.0
CUST_2754,3,3,1,1.0
CUST_2755,4,4,1,1.0
CUST_2756,2,2,1,1.0
CUST_2757,4,4,1,1.0
CUST_2758,5,5,1,1.0
CUST_2759,5,5,1,1.0
CUST_2760,1,1,1,1.0
CUST_2761,1,1,1,1.0
CUST_2762,8,8,1,1.0
CUST_2763,2,2,1,1.0
CUST_2764,4,4,1,1.0
CUST_2765,4,4,1,1.0
CUST_2766,6,6,1,1.0
CUST_2767,2,2,1,1.0
CUST_2768,10,10,1,1.0
CUST_2769,7,7,1,1.0
CUST_2770,9,9,1,1.0
CUST_2771,12,12,1,1.0
CUST_2772,4,4,1,1.0
CUST_2773,5,5,1,1.0
CUST_2774,6,6,1,1.0
CUST_2775,1,1,1,1.0
CUST_2776,3,3,1,1.0
CUST_2777,7,7,1,1.0
CUST_2778,7,7,1,1.0
CUST_2779,3,3,1,1.0
CUST_2780,8,8,1,1.0
CUST_2781,5,5,1,1.0
CUST_2782,5,5,1,1.0
CUST_2783,1,1,1,1.0
CUST_2784,2,2,1,1.0
CUST_2785,8,8,1,1.0
CUST_2786,5,5,1,1.0
CUST_2787,3,3,1,1.0
CUST_2788,4,4,1,1.0
CUST_2789,7,7,1,1.0
CUST_2790,2,2,1,1.0
CUST_2791,6,6,1,1.0
CUST_2792,3,3,1,1.0
CUST_2793,5,5,1,1.0
CUST_2794,2,2,1,1.0
CUST_2795,2,2,1,1.0
CUST_2796,3,3,1,1.0
CUST_2797,7,7,1,1.0
CUST_2798,4,4,1,1.0
CUST_2799,3,3,1,1.0
CUST_2800,2,2,1,1.0
CUST_2801,7,7,1,1.0
CUST_2802,4,4,1,1.0
CUST_2803,4,4,1,1.0
CUST_2804,2,2,1,1.0
CUST_2805,4,4,1,1.0
CUST_2806,6,6,1,1.0
CUST_2807,2,2,1,1.0
CUST_2808,2,2,1,1.0
CUST_2809,2,2,1,1.0
CUST_2810,5,5,1,1.0
CUST_2811,8,8,1,1.0
CUST_2812,6,6,1,1.0
CUST_2813,5,5,1,1.0
CUST_2814,7,7,1,1.0
CUST_2815,4,4,1,1.0
CUST_2816,3,3,1,1.0
CUST_2817,5,5,1,1.0
CUST_2818,6,6,1,1.0
CUST_2819,6,6,1,1.0
CUST_2820,7,7,1,1.0
CUST_2821,3,3,1,1.0
CUST_2823,8,8,1,1.0
CUST_2824,5,5,1,1.0
CUST_2825,3,3,1,1.0
CUST_2826,4,4,1,1.0
CUST_2827,6,6,1,1.0
CUST_2828,4,4,1,1.0
CUST_2829,2,2,1,1.0
CUST_2830,3,3,1,1.0
CUST_2831,4,4,1,1.0
CUST_2832,4,4,1,1.0
CUST_2833,5,5,1,1.0
CUST_2834,2,2,1,1.0
CUST_2835,5,5,1,1.0
CUST_2836,6,6,1,1.0
CUST_2837,6,6,1,1.0
CUST_2838,6,6,1,1.0
CUST_2839,6,6,1,1.0
CUST_2840,5,5,1,1.0
CUST_2841,4,4,1,1.0
CUST_2842,6,6,1,1.0
CUST_2843,8,8,1,1.0
CUST_2844,4,4,1,1.0
CUST_2845,6,6,1,1.0
CUST_2846,2,2,1,1.0
CUST_2847,5,5,1,1.0
CUST_2848,3,3,1,1.0
CUST_2849,8,8,1,1.0
CUST_2850,2,2,1,1.0
CUST_2851,7,7,1,1.0
CUST_2852,4,4,1,1.0
CUST_2853,6,6,1,1.0
CUST_2854,5,5,1,1.0
CUST_2855,6,6,1,1.0
CUST_2856,5,5,1,1.0
CUST_2857,5,5,1,1.0
CUST_2858,10,10,1,1.0
CUST_2859,3,3,1,1.0
CUST_2860,5,5,1,1.0
CUST_2861,7,7,1,1.0
CUST_2862,5,5,1,1.0
CUST_2863,2,2,1,1.0
CUST_2864,7,7,1,1.0
CUST_2865,4,4,1,1.0
CUST_2866,7,7,1,1.0
CUST_2867,3,3,1,1.0
CUST_2868,8,8,1,1.0
CUST_2869,8,8,1,1.0
CUST_2870,1,1,1,1.0
CUST_2871,2,2,1,1.0
CUST_2872,4,4,1,1.0
CUST_2873,2,2,1,1.0
CUST_2874,7,7,1,1.0
CUST_2875,5,5,1,1.0
CUST_2876,6,6,1,1.0
CUST_2877,4,4,1,1.0
CUST_2878,9,9,1,1.0
CUST_2879,11,11,1,1.0
CUST_2880,5,5,1,1.0
CUST_2881,3,3,1,1.0
CUST_2882,7,7,1,1.0
CUST_2884,4,4,1,1.0
CUST_2885,4,4,1,1.0
CUST_2886,8,8,1,1.0
CUST_2887,2,2,1,1.0
CUST_2888,6,6,1,1.0
CUST_2889,7,7,1,1.0
CUST_2890,4,4,1,1.0
CUST_2891,9,9,1,1.0
CUST_2892,1,1,1,1.0
CUST_2893,7,7,1,1.0
CUST_2894,5,5,1,1.0
CUST_2895,9,9,1,1.0
CUST_2896,8,8,1,1.0
CUST_2897,6,6,1,1.0
CUST_2898,4,4,1,1.0
CUST_2899,8,8,1,1.0
CUST_2900,5,5,1,1.0
CUST_2901,8,8,1,1.0
CUST_2902,5,5,1,1.0
CUST_2903,5,5,1,1.0
CUST_2904,5,5,1,1.0
CUST_2905,8,8,1,1.0
CUST_2906,3,3,1,1.0
CUST_2907,11,11,1,1.0
CUST_2908,6,6,1,1.0
CUST_2909,2,2,1,1.0
CUST_2910,2,2,1,1.0
CUST_2911,5,5,1,1.0
CUST_2912,5,5,1,1.0
CUST_2913,5,5,1,1.0
CUST_2914,6,6,1,1.0
CUST_2915,6,6,1,1.0
CUST_2916,7,7,1,1.0
CUST_2917,6,6,1,1.0
CUST_2918,8,8,1,1.0
CUST_2919,4,4,1,1.0
CUST_2920,3,3,1,1.0
CUST_2921,6,6,1,1.0
CUST_2922,9,9,1,1.0
CUST_2923,1,1,1,1.0
CUST_2924,2,2,1,1.0
CUST_2925,9,9,1,1.0
CUST_2926,3,3,1,1.0
CUST_2927,6,6,1,1.0
CUST_2928,4,4,1,1.0
CUST_2929,3,3,1,1.0
CUST_2930,4,4,1,1.0
CUST_2931,5,5,1,1.0
CUST_2932,2,2,1,1.0
CUST_2933,4,4,1,1.0
CUST_2934,5,5,1,1.0
CUST_2935,7,7,1,1.0
CUST_2936,7,7,1,1.0
CUST_2937,3,3,1,1.0
CUST_2938,5,5,1,1.0
CUST_2939,9,9,1,1.0
CUST_2940,6,6,1,1.0
CUST_2941,3,3,1,1.0
CUST_2942,7,7,1,1.0
CUST_2943,6,6,1,1.0
CUST_2944,4,4,1,1.0
CUST_2945,5,5,1,1.0
CUST_2946,8,8,1,1.0
CUST_2947,4,4,1,1.0
CUST_2948,12,12,1,1.0
CUST_2949,2,2,1,1.0
CUST_2950,2,2,1,1.0
CUST_2951,8,8,1,1.0
CUST_2952,6,6,1,1.0
CUST_2954,5,5,1,1.0
CUST_2955,9,9,1,1.0
CUST_2956,3,3,1,1.0
CUST_2957,8,8,1,1.0
CUST_2958,3,3,1,1.0
CUST_2959,3,3,1,1.0
CUST_2960,4,4,1,1.0
CUST_2961,3,3,1,1.0
CUST_2962,4,4,1,1.0
CUST_2963,2,2,1,1.0
CUST_2964,4,4,1,1.0
CUST_2965,4,4,1,1.0
CUST_2966,5,5,1,1.0
CUST_2967,5,5,1,1.0
CUST_2968,3,3,1,1.0
CUST_2969,4,4,1,1.0
CUST_2970,4,4,1,1.0
CUST_2971,3,3,1,1.0
CUST_2972,7,7,1,1.0
CUST_2973,4,4,1,1.0
CUST_2974,8,8,1,1.0
CUST_2975,1,1,1,1.0
CUST_2976,6,6,1,1.0
CUST_2977,8,8,1,1.0
CUST_2978,5,5,1,1.0
CUST_2979,3,3,1,1.0
CUST_2980,4,4,1,1.0
CUST_2981,4,4,1,1.0
CUST_2982,5,5,1,1.0
CUST_2983,6,6,1,1.0
CUST_2984,3,3,1,1.0
CUST_2985,9,9,1,1.0
CUST_2986,7,7,1,1.0
CUST_2987,3,3,1,1.0
CUST_2988,9,9,1,1.0
CUST_2989,4,4,1,1.0
CUST_2990,1,1,1,1.0
CUST_2991,8,8,1,1.0
CUST_2992,3,3,1,1.0
CUST_2993,8,8,1,1.0
CUST_2994,6,6,1,1.0
CUST_2995,2,2,1,1.0
CUST_2996,8,8,1,1.0
CUST_2997,3,3,1,1.0
CUST_2998,5,5,1,1.0
CUST_2999,6,6,1,1.0
CUST_3000,4,4,1,1.0
CUST_3001,7,7,1,1.0
CUST_3002,6,6,1,1.0
CUST_3003,7,7,1,1.0
CUST_3004,2,2,1,1.0
CUST_3005,6,6,1,1.0
CUST_3006,6,6,1,1.0
CUST_3007,3,3,1,1.0
CUST_3008,4,4,1,1.0
CUST_3009,6,6,1,1.0
CUST_3010,2,2,1,1.0
CUST_3011,5,5,1,1.0
CUST_3012,3,3,1,1.0
CUST_3013,4,4,1,1.0
CUST_3014,3,3,1,1.0
CUST_3015,4,4,1,1.0
CUST_3016,7,7,1,1.0
CUST_3017,7,7,1,1.0
CUST_3018,6,6,1,1.0
CUST_3019,6,6,1,1.0
CUST_3020,5,5,1,1.0
CUST_3021,4,4,1,1.0
CUST_3022,1,1,1,1.0
CUST_3023,8,8,1,1.0
CUST_3024,10,10,1,1.0
CUST_3025,7,7,1,1.0
CUST_3026,8,8,1,1.0
CUST_3027,8,8,1,1.0
CUST_3028,2,2,1,1.0
CUST_3029,8,8,1,1.0
CUST_3030,1,1,1,1.0
CUST_3031,6,6,1,1.0
CUST_3032,5,5,1,1.0
CUST_3033,4,4,1,1.0
CUST_3034,2,2,1,1.0
CUST_3035,6,6,1,1.0
CUST_3036,5,5,1,1.0
CUST_3037,4,4,1,1.0
CUST_3038,3,3,1,1.0
CUST_3039,1,1,1,1.0
CUST_3040,6,6,1,1.0
CUST_3041,7,7,1,1.0
CUST_3042,7,7,1,1.0
CUST_3043,5,5,1,1.0
CUST_3044,2,2,1,1.0
CUST_3045,4,4,1,1.0
CUST_3046,2,2,1,1.0
CUST_3047,4,4,1,1.0
CUST_3048,7,7,1,1.0
CUST_3049,4,4,1,1.0
CUST_3050,2,2,1,1.0
CUST_3051,2,2,1,1.0
CUST_3052,5,5,1,1.0
CUST_3053,10,10,1,1.0
CUST_3054,3,3,1,1.0
CUST_3055,8,8,1,1.0
CUST_3056,3,3,1,1.0
CUST_3057,3,3,1,1.0
CUST_3058,5,5,1,1.0
CUST_3059,1,1,1,1.0
CUST_3060,6,6,1,1.0
CUST_3061,5,5,1,1.0
CUST_3062,4,4,1,1.0
CUST_3063,4,4,1,1.0
CUST_3064,6,6,1,1.0
CUST_3065,7,7,1,1.0
CUST_3066,1,1,1,1.0
CUST_3067,5,5,1,1.0
CUST_3068,8,8,1,1.0
CUST_3069,5,5,1,1.0
CUST_3070,6,6,1,1.0
CUST_3071,4,4,1,1.0
CUST_3072,5,5,1,1.0
CUST_3073,4,4,1,1.0
CUST_3074,5,5,1,1.0
CUST_3075,4,4,1,1.0
CUST_3076,2,2,1,1.0
CUST_3077,2,2,1,1.0
CUST_3079,5,5,1,1.0
CUST_3080,4,4,1,1.0
CUST_3081,6,6,1,1.0
CUST_3082,5,5,1,1.0
CUST_3083,4,4,1,1.0
CUST_3084,5,5,1,1.0
CUST_3085,8,8,1,1.0
CUST_3086,7,7,1,1.0
CUST_3087,4,4,1,1.0
CUST_3088,8,8,1,1.0
CUST_3089,4,4,1,1.0
CUST_3090,5,5,1,1.0
CUST_3091,5,5,1,1.0
CUST_3092,4,4,1,1.0
CUST_3093,9,9,1,1.0
CUST_3094,6,6,1,1.0
CUST_3095,3,3,1,1.0
CUST_3096,8,8,1,1.0
CUST_3097,4,4,1,1.0
CUST_3098,3,3,1,1.0
CUST_3099,6,6,1,1.0
CUST_3100,4,4,1,1.0
CUST_3101,4,4,1,1.0
CUST_3102,8,8,1,1.0
CUST_3103,3,3,1,1.0
CUST_3104,4,4,1,1.0
CUST_3105,6,6,1,1.0
CUST_3107,5,5,1,1.0
CUST_3108,5,5,1,1.0
CUST_3109,7,7,1,1.0
CUST_3110,8,8,1,1.0
CUST_3111,6,6,1,1.0
CUST_3112,7,7,1,1.0
CUST_3113,3,3,1,1.0
CUST_3114,3,3,1,1.0
CUST_3115,7,7,1,1.0
CUST_3116,3,3,1,1.0
CUST_3117,4,4,1,1.0
CUST_3118,5,5,1,1.0
CUST_3119,6,6,1,1.0
CUST_3120,6,6,1,1.0
CUST_3121,8,8,1,1.0
CUST_3122,10,10,1,1.0
CUST_3123,8,8,1,1.0
CUST_3124,5,5,1,1.0
CUST_3125,10,10,1,1.0
CUST_3126,6,6,1,1.0
CUST_3127,5,5,1,1.0
CUST_3128,4,4,1,1.0
CUST_3129,4,4,1,1.0
CUST_3130,7,7,1,1.0
CUST_3131,4,4,1,1.0
CUST_3132,5,5,1,1.0
CUST_3133,7,7,1,1.0
CUST_3134,2,2,1,1.0
CUST_3135,4,4,1,1.0
CUST_3136,3,3,1,1.0
CUST_3137,1,1,1,1.0
CUST_3138,3,3,1,1.0
CUST_3139,4,4,1,1.0
CUST_3140,7,7,1,1.0
CUST_3141,9,9,1,1.0
CUST_3142,8,8,1,1.0
CUST_3143,6,6,1,1.0
CUST_3144,5,5,1,1.0
CUST_3145,7,7,1,1.0
CUST_3146,2,2,1,1.0
CUST_3147,2,2,1,1.0
CUST_3148,4,4,1,1.0
CUST_3149,4,4,1,1.0
CUST_3150,5,5,1,1.0
CUST_3151,2,2,1,1.0
CUST_3152,9,9,1,1.0
CUST_3153,9,9,1,1.0
CUST_3154,6,6,1,1.0
CUST_3155,7,7,1,1.0
CUST_3156,6,6,1,1.0
CUST_3157,5,5,1,1.0
CUST_3158,3,3,1,1.0
CUST_3159,6,6,1,1.0
CUST_3160,3,3,1,1.0
CUST_3161,6,6,1,1.0
CUST_3162,6,6,1,1.0
CUST_3163,3,3,1,1.0
CUST_3164,6,6,1,1.0
CUST_3165,4,4,1,1.0
CUST_3166,5,5,1,1.0
CUST_3167,3,3,1,1.0
CUST_3168,4,4,1,1.0
CUST_3169,7,7,1,1.0
CUST_3170,6,6,1,1.0
CUST_3171,4,4,1,1.0
CUST_3172,2,2,1,1.0
CUST_3173,2,2,1,1.0
CUST_3174,8,8,1,1.0
CUST_3175,2,2,1,1.0
CUST_3176,7,7,1,1.0
CUST_3177,2,2,1,1.0
CUST_3178,3,3,1,1.0
CUST_3179,3,3,1,1.0
CUST_3180,3,3,1,1.0
CUST_3181,5,5,1,1.0
CUST_3182,6,6,1,1.0
CUST_3183,4,4,1,1.0
CUST_3184,5,5,1,1.0
CUST_3185,3,3,1,1.0
CUST_3186,5,5,1,1.0
CUST_3187,6,6,1,1.0
CUST_3188,6,6,1,1.0
CUST_3189,3,3,1,1.0
CUST_3190,7,7,1,1.0
CUST_3191,4,4,1,1.0
CUST_3192,2,2,1,1.0
CUST_3193,7,7,1,1.0
CUST_3194,3,3,1,1.0
CUST_3195,6,6,1,1.0
CUST_3196,3,3,1,1.0
CUST_3197,5,5,1,1.0
CUST_3198,1,1,1,1.0
CUST_3199,5,5,1,1.0
CUST_3200,4,4,1,1.0
CUST_3201,5,5,1,1.0
CUST_3202,9,9,1,1.0
CUST_3203,8,8,1,1.0
CUST_3204,7,7,1,1.0
CUST_3205,6,6,1,1.0
CUST_3206,2,2,1,1.0
CUST_3207,9,9,1,1.0
CUST_3208,8,8,1,1.0
CUST_3209,8,8,1,1.0
CUST_3210,3,3,1,1.0
CUST_3211,9,9,1,1.0
CUST_3212,2,2,1,1.0
CUST_3213,7,7,1,1.0
CUST_3214,3,3,1,1.0
CUST_3215,4,4,1,1.0
CUST_3216,5,5,1,1.0
CUST_3217,7,7,1,1.0
CUST_3218,7,7,1,1.0
CUST_3219,3,3,1,1.0
CUST_3220,4,4,1,1.0
CUST_3221,6,6,1,1.0
CUST_3222,9,9,1,1.0
CUST_3223,6,6,1,1.0
CUST_3224,1,1,1,1.0
CUST_3225,2,2,1,1.0
CUST_3226,3,3,1,1.0
CUST_3227,4,4,1,1.0
CUST_3228,5,5,1,1.0
CUST_3229,7,7,1,1.0
CUST_3230,2,2,1,1.0
CUST_3231,2,2,1,1.0
CUST_3232,6,6,1,1.0
CUST_3233,2,2,1,1.0
CUST_3234,5,5,1,1.0
CUST_3235,3,3,1,1.0
CUST_3236,3,3,1,1.0
CUST_3237,4,4,1,1.0
CUST_3238,7,7,1,1.0
CUST_3239,4,4,1,1.0
CUST_3240,1,1,1,1.0
CUST_3241,4,4,1,1.0
CUST_3242,9,9,1,1.0
CUST_3243,2,2,1,1.0
CUST_3244,5,5,1,1.0
CUST_3245,9,9,1,1.0
CUST_3246,5,5,1,1.0
CUST_3247,6,6,1,1.0
CUST_3248,4,4,1,1.0
CUST_3249,4,4,1,1.0
CUST_3250,1,1,1,1.0
CUST_3251,7,7,1,1.0
CUST_3252,2,2,1,1.0
CUST_3253,6,6,1,1.0
CUST_3254,2,2,1,1.0
CUST_3255,5,5,1,1.0
CUST_3256,2,2,1,1.0
CUST_3257,6,6,1,1.0
CUST_3258,4,4,1,1.0
CUST_3259,3,3,1,1.0
CUST_3260,6,6,1,1.0
CUST_3261,5,5,1,1.0
CUST_3262,5,5,1,1.0
CUST_3263,3,3,1,1.0
CUST_3264,8,8,1,1.0
CUST_3265,2,2,1,1.0
CUST_3266,6,6,1,1.0
CUST_3267,3,3,1,1.0
CUST_3268,9,9,1,1.0
CUST_3269,5,5,1,1.0
CUST_3270,8,8,1,1.0
CUST_3271,3,3,1,1.0
CUST_3272,5,5,1,1.0
CUST_3273,4,4,1,1.0
CUST_3274,2,2,1,1.0
CUST_3275,2,2,1,1.0
CUST_3276,5,5,1,1.0
CUST_3277,3,3,1,1.0
CUST_3278,11,11,1,1.0
CUST_3279,5,5,1,1.0
CUST_3280,3,3,1,1.0
CUST_3281,6,6,1,1.0
CUST_3282,3,3,1,1.0
CUST_3283,5,5,1,1.0
CUST_3284,2,2,1,1.0
CUST_3285,3,3,1,1.0
CUST_3286,6,6,1,1.0
CUST_3287,9,9,1,1.0
CUST_3288,7,7,1,1.0
CUST_3289,6,6,1,1.0
CUST_3290,2,2,1,1.0
CUST_3291,6,6,1,1.0
CUST_3292,3,3,1,1.0
CUST_3293,5,5,1,1.0
CUST_3294,6,6,1,1.0
CUST_3295,3,3,1,1.0
CUST_3296,8,8,1,1.0
CUST_3297,4,4,1,1.0
CUST_3298,2,2,1,1.0
CUST_3299,4,4,1,1.0
CUST_3300,5,5,1,1.0
CUST_3301,2,2,1,1.0
CUST_3302,9,9,1,1.0
CUST_3303,5,5,1,1.0
CUST_3304,6,6,1,1.0
CUST_3305,1,1,1,1.0
CUST_3306,5,5,1,1.0
CUST_3307,4,4,1,1.0
CUST_3308,8,8,1,1.0
CUST_3309,3,3,1,1.0
CUST_3310,3,3,1,1.0
CUST_3311,9,9,1,1.0
CUST_3312,4,4,1,1.0
CUST_3313,2,2,1,1.0
CUST_3314,1,1,1,1.0
CUST_3315,9,9,1,1.0
CUST_3316,4,4,1,1.0
CUST_3317,5,5,1,1.0
CUST_3318,8,8,1,1.0
CUST_3319,6,6,1,1.0
CUST_3320,3,3,1,1.0
CUST_3321,5,5,1,1.0
CUST_3322,2,2,1,1.0
CUST_3323,4,4,1,1.0
CUST_3324,5,5,1,1.0
CUST_3325,3,3,1,1.0
CUST_3326,5,5,1,1.0
CUST_3327,3,3,1,1.0
CUST_3328,4,4,1,1.0
CUST_3329,4,4,1,1.0
CUST_3330,8,8,1,1.0
CUST_3331,5,5,1,1.0
CUST_3332,5,5,1,1.0
CUST_3333,4,4,1,1.0
CUST_3334,7,7,1,1.0
CUST_3335,5,5,1,1.0
CUST_3336,8,8,1,1.0
CUST_3337,4,4,1,1.0
CUST_3338,7,7,1,1.0
CUST_3339,5,5,1,1.0
CUST_3340,9,9,1,1.0
CUST_3341,1,1,1,1.0
CUST_3342,6,6,1,1.0
CUST_3343,1,1,1,1.0
CUST_3344,10,10,1,1.0
CUST_3345,9,9,1,1.0
CUST_3346,4,4,1,1.0
CUST_3347,4,4,1,1.0
CUST_3348,9,9,1,1.0
CUST_3349,7,7,1,1.0
CUST_3350,4,4,1,1.0
CUST_3351,7,7,1,1.0
CUST_3352,7,7,1,1.0
CUST_3353,5,5,1,1.0
CUST_3354,2,2,1,1.0
CUST_3355,4,4,1,1.0
CUST_3356,3,3,1,1.0
CUST_3357,5,5,1,1.0
CUST_3358,9,9,1,1.0
CUST_3359,6,6,1,1.0
CUST_3360,5,5,1,1.0
CUST_3361,7,7,1,1.0
CUST_3362,4,4,1,1.0
CUST_3363,2,2,1,1.0
CUST_3364,2,2,1,1.0
CUST_3365,9,9,1,1.0
CUST_3366,7,7,1,1.0
CUST_3367,9,9,1,1.0
CUST_3368,5,5,1,1.0
CUST_3369,8,8,1,1.0
CUST_3370,5,5,1,1.0
CUST_3371,5,5,1,1.0
CUST_3372,6,6,1,1.0
CUST_3373,6,6,1,1.0
CUST_3374,4,4,1,1.0
CUST_3375,7,7,1,1.0
