tower_id,hour_id,drop_call_rate,utilization_pct
TWR_497,2025-12-20 20:29:52,6.66,50.06
TWR_039,2025-09-04 16:31:16,76.03,43.42
TWR_176,2025-05-04 19:55:17,99.95,53.1
TWR_328,2025-12-22 14:23:17,54.93,75.63
TWR_181,2025-10-23 11:19:58,34.81,2.65
TWR_226,2025-03-13 01:43:15,65.72,24.62
TWR_317,2025-05-17 21:18:20,33.18,82.02
TWR_276,2025-08-02 10:08:51,93.41,83.14
TWR_427,2025-12-29 19:21:11,39.74,46.18
TWR_338,2025-04-18 03:49:30,17.16,51.42
TWR_133,2025-03-10 18:14:36,69.46,30.13
TWR_141,2025-10-25 04:37:32,8.1,99.58
TWR_152,2025-07-14 04:57:59,45.46,57.89
TWR_142,2025-02-23 13:41:37,78.55,40.91
TWR_107,2025-03-25 08:49:44,10.37,48.26
TWR_297,2025-12-07 14:25:50,35.87,32.28
TWR_183,2025-04-21 05:29:26,48.85,61.09
TWR_254,2025-05-02 11:15:34,48.07,30.84
TWR_390,2025-07-14 14:51:25,21.64,77.68
TWR_109,2025-02-18 04:23:34,0.85,32.0
TWR_343,2025-10-05 02:19:24,4.03,97.8
TWR_068,2025-01-06 10:24:29,91.45,52.15
TWR_210,2025-05-27 22:09:24,72.6,35.95
TWR_068,2025-01-09 14:26:02,39.5,99.83
TWR_307,2025-09-19 22:14:57,73.93,40.66
TWR_461,2025-12-15 22:07:06,57.94,80.96
TWR_392,2025-02-20 05:10:06,84.83,63.55
TWR_208,2025-05-16 04:53:12,48.52,12.08
TWR_347,2025-06-01 06:31:14,53.43,10.0
TWR_341,2025-09-01 17:57:32,93.69,71.61
TWR_296,2025-07-12 13:33:23,36.79,49.4
TWR_209,2025-08-11 07:24:02,21.54,49.34
TWR_160,2025-02-03 13:20:00,15.8,12.63
TWR_250,2025-05-21 15:20:24,67.48,54.26
TWR_413,2025-06-25 14:11:32,51.9,19.87
TWR_099,2025-08-28 00:08:37,9.87,36.82
TWR_309,2025-04-09 03:39:38,24.93,75.38
TWR_056,2025-10-05 08:23:17,60.05,5.43
TWR_066,2025-05-06 09:05:39,79.68,11.16
TWR_051,2025-12-10 12:53:22,68.4,10.55
TWR_209,2025-06-18 20:05:25,32.05,52.01
TWR_196,2025-08-05 12:07:11,61.18,85.01
TWR_360,2025-04-14 04:21:32,11.04,0.45
TWR_231,2025-11-20 12:15:28,97.75,3.26
TWR_311,2025-06-16 02:01:31,66.7,17.98
TWR_060,2025-08-14 19:12:59,7.98,1.36
TWR_272,2025-06-13 07:08:11,18.14,23.49
TWR_167,2025-01-27 15:56:15,96.34,3.65
TWR_109,2025-12-17 13:28:00,20.62,20.7
TWR_144,2025-06-25 07:19:28,82.1,91.48
TWR_295,2025-05-26 08:50:06,91.64,40.84
TWR_002,2025-08-31 21:53:11,67.93,66.82
TWR_049,2025-08-03 15:33:48,27.13,75.34
TWR_382,2025-09-03 09:46:51,56.7,46.15
TWR_252,2025-02-27 04:17:41,95.96,90.0
TWR_479,2025-06-29 13:35:39,75.16,78.01
TWR_302,2025-10-22 08:37:41,31.96,17.96
TWR_158,2025-09-15 14:14:34,10.67,19.07
TWR_069,2025-02-27 09:11:08,20.92,89.28
TWR_378,2025-06-18 16:02:34,86.67,4.13
TWR_043,2025-04-11 16:41:33,58.89,26.55
TWR_203,2025-06-13 10:50:50,36.98,96.64
TWR_240,2025-02-03 10:17:25,54.44,3.27
TWR_004,2025-10-06 00:16:59,19.4,24.95
TWR_486,2025-09-27 04:01:08,69.81,64.96
TWR_070,2025-07-06 02:00:58,94.1,43.63
TWR_109,2025-06-09 11:05:17,90.47,53.32
TWR_058,2025-09-22 02:46:43,52.67,72.87
TWR_343,2025-08-18 02:44:15,75.64,26.2
TWR_052,2025-02-04 06:51:07,95.39,27.05
TWR_058,2025-11-02 12:41:27,49.32,88.29
TWR_012,2025-04-16 17:14:58,90.01,28.73
TWR_473,2025-12-12 10:59:39,90.83,36.63
TWR_377,2025-07-20 20:39:46,68.51,82.42
TWR_463,2025-04-10 18:44:33,85.08,36.41
TWR_238,2025-05-30 00:41:31,41.93,3.91
TWR_183,2025-12-18 13:44:51,93.85,51.6
TWR_476,2025-09-14 16:08:20,60.81,69.06
TWR_493,2025-08-31 22:01:24,17.04,59.13
TWR_064,2025-12-04 18:19:40,4.35,28.06
TWR_109,2025-11-29 01:24:06,97.12,69.7
TWR_246,2025-01-25 16:25:57,29.38,3.14
TWR_472,2025-06-21 13:36:57,23.85,12.95
TWR_116,2025-02-13 07:09:29,27.2,13.54
TWR_399,2025-02-11 23:51:15,13.01,12.81
TWR_176,2025-01-26 08:12:51,61.55,43.67
TWR_213,2025-05-30 06:05:31,52.3,32.09
TWR_025,2025-04-11 01:42:47,2.39,38.2
TWR_114,2025-06-09 09:56:20,83.72,36.59
TWR_488,2025-06-06 04:20:13,40.08,45.61
TWR_319,2025-03-17 11:39:14,45.85,87.64
TWR_235,2025-05-31 17:37:58,28.57,13.88
TWR_364,2025-12-06 07:33:23,64.99,13.33
TWR_017,2025-06-27 23:32:31,46.36,24.26
TWR_467,2025-06-04 00:39:02,94.26,46.53
TWR_148,2025-12-06 03:54:30,56.63,16.52
TWR_126,2025-05-25 21:23:51,23.57,50.49
TWR_316,2025-05-14 07:45:11,34.94,88.41
TWR_174,2025-07-11 20:28:11,96.95,16.56
TWR_129,2025-12-12 13:40:37,59.59,52.27
TWR_368,2025-09-12 03:58:16,95.36,4.37
TWR_393,2025-07-09 07:20:07,91.75,23.91
TWR_252,2025-06-14 21:20:19,80.01,14.21
TWR_151,2025-02-14 21:45:43,17.95,32.03
TWR_035,2025-11-12 15:02:42,95.99,65.86
TWR_319,2025-05-08 04:40:00,97.44,33.93
TWR_119,2025-01-28 17:03:56,70.29,61.49
TWR_074,2025-07-31 20:38:24,38.7,7.63
TWR_272,2025-09-12 21:38:55,76.91,55.99
TWR_392,2025-09-19 03:06:46,83.01,29.26
TWR_387,2025-12-16 19:37:24,78.56,7.58
TWR_232,2025-01-21 10:29:00,82.87,7.71
TWR_063,2025-09-14 04:34:14,19.77,21.19
TWR_012,2025-03-15 04:24:29,50.12,89.21
TWR_337,2025-06-23 21:16:12,69.45,38.02
TWR_372,2025-09-11 20:33:47,39.86,43.63
TWR_304,2025-02-08 19:14:16,63.05,37.08
TWR_161,2025-11-06 17:23:55,42.26,13.25
TWR_270,2025-03-11 08:01:14,75.87,90.93
TWR_343,2025-02-14 12:38:24,32.49,89.67
TWR_347,2025-08-06 11:15:09,12.42,4.2
TWR_039,2025-07-07 16:51:22,1.72,69.05
TWR_284,2025-07-10 06:08:37,82.4,53.79
TWR_487,2025-06-04 00:30:55,96.7,28.44
TWR_392,2025-06-24 05:33:41,90.49,45.46
TWR_174,2025-01-13 13:16:21,25.97,83.12
TWR_106,2025-11-05 16:16:58,13.71,16.74
TWR_214,2025-07-26 20:04:26,14.45,37.63
TWR_204,2025-07-07 15:18:00,94.77,57.55
TWR_074,2025-06-16 20:18:07,60.63,94.79
TWR_205,2025-02-11 01:37:13,62.13,61.97
TWR_184,2025-01-10 03:47:48,72.12,46.39
TWR_454,2025-11-15 16:13:12,8.41,7.79
TWR_348,2025-08-26 07:16:54,45.72,88.39
TWR_271,2025-07-24 07:48:55,27.18,61.81
TWR_458,2025-10-02 08:21:09,59.37,79.99
TWR_050,2025-04-13 04:51:56,74.19,91.03
TWR_355,2025-01-27 06:20:23,23.56,33.8
TWR_288,2025-03-19 12:39:43,12.98,2.65
TWR_383,2025-03-02 05:21:55,25.99,57.16
TWR_196,2025-06-24 10:17:21,54.04,74.53
TWR_347,2025-04-29 01:56:02,73.6,98.82
TWR_275,2025-03-21 02:49:11,66.56,75.81
TWR_101,2025-06-26 03:13:14,50.53,78.42
TWR_364,2025-01-23 02:13:32,6.1,91.23
TWR_069,2025-08-22 21:08:14,53.98,72.73
TWR_155,2025-04-24 08:43:38,77.66,45.97
TWR_108,2025-02-17 10:03:37,48.63,43.02
TWR_333,2025-07-09 06:56:11,50.08,24.52
TWR_081,2025-04-13 01:08:51,3.02,99.97
TWR_472,2025-03-04 08:34:20,21.55,80.14
TWR_008,2025-04-03 20:37:11,13.99,47.41
TWR_123,2025-04-15 17:22:05,90.17,14.08
TWR_403,2025-05-08 06:46:35,69.26,31.06
TWR_291,2025-05-13 03:51:40,68.24,43.92
TWR_286,2025-09-03 09:57:18,70.63,38.74
TWR_005,2025-03-27 13:38:07,67.62,42.65
TWR_316,2025-09-17 01:20:08,53.42,75.38
TWR_397,2025-08-09 11:40:06,7.13,11.27
TWR_372,2025-03-27 19:29:54,54.72,53.89
TWR_230,2025-08-25 08:54:33,71.57,31.22
TWR_186,2025-10-01 18:48:44,48.91,0.53
TWR_189,2025-01-12 01:49:40,7.53,48.88
TWR_193,2025-03-18 20:52:34,69.24,90.63
TWR_476,2025-05-26 23:38:27,83.02,64.34
TWR_078,2025-06-30 02:49:26,14.92,70.64
TWR_080,2025-04-29 18:03:08,90.99,6.98
TWR_423,2025-09-21 17:29:16,64.01,3.67
TWR_064,2025-12-10 02:48:23,28.18,42.75
TWR_139,2025-11-10 12:10:38,57.12,59.95
TWR_123,2025-08-05 13:54:58,26.64,73.31
TWR_449,2025-09-02 02:43:05,86.68,6.12
TWR_388,2025-10-03 20:51:14,94.1,87.08
TWR_300,2025-03-05 22:34:46,8.23,8.12
TWR_143,2025-02-14 09:34:47,24.3,53.4
TWR_182,2025-04-07 01:09:12,81.54,48.57
TWR_313,2025-05-05 12:36:38,77.32,42.56
TWR_158,2025-10-19 12:56:40,51.18,60.04
TWR_078,2025-08-08 21:05:22,85.1,29.98
TWR_391,2025-11-03 15:26:22,66.41,81.54
TWR_105,2025-08-23 21:02:29,46.23,22.95
TWR_186,2025-10-03 04:30:59,79.17,72.47
TWR_283,2025-04-19 02:51:22,40.72,59.06
TWR_379,2025-07-16 07:08:16,77.48,7.74
TWR_437,2025-11-27 23:06:23,76.77,7.51
TWR_060,2025-08-25 23:36:22,82.33,46.71
TWR_236,2025-06-24 08:55:41,69.69,22.47
TWR_339,2025-06-29 00:08:36,86.24,85.57
TWR_195,2025-05-26 22:24:24,12.63,8.39
TWR_461,2025-02-05 14:15:24,60.2,15.67
TWR_402,2025-01-26 19:21:15,86.62,62.84
TWR_153,2025-12-31 20:34:31,75.13,8.08
TWR_003,2025-02-04 22:43:03,51.92,79.23
TWR_235,2025-04-22 05:21:58,75.1,49.02
TWR_174,2025-11-22 07:11:17,53.55,70.95
TWR_200,2025-03-22 10:36:15,90.19,42.85
TWR_127,2025-11-06 16:31:41,33.42,69.11
TWR_340,2025-09-07 22:09:03,35.68,59.92
TWR_116,2025-05-26 05:53:14,99.46,19.63
TWR_248,2025-08-22 20:28:56,38.74,40.18
TWR_143,2025-12-15 07:16:07,81.37,55.88
TWR_335,2025-08-13 15:41:52,88.42,61.04
TWR_137,2025-01-23 18:37:31,89.84,87.1
TWR_259,2025-03-10 23:48:36,3.25,31.12
TWR_080,2025-02-21 23:52:38,52.37,78.96
TWR_455,2025-12-16 19:03:50,10.93,9.78
TWR_356,2025-05-06 23:00:08,97.81,5.04
TWR_043,2025-12-05 22:44:52,31.08,39.91
TWR_269,2025-09-11 15:35:22,75.21,80.36
TWR_407,2025-08-06 22:19:02,60.26,19.91
TWR_346,2025-11-10 19:20:33,53.54,83.6
TWR_367,2025-02-10 09:12:15,44.28,8.36
TWR_036,2025-01-13 22:24:19,16.52,87.66
TWR_357,2025-02-19 04:48:40,16.1,60.43
TWR_313,2025-10-28 22:00:50,46.31,82.78
TWR_142,2025-12-29 10:16:54,80.48,24.96
TWR_214,2025-06-28 23:07:17,59.59,51.25
TWR_119,2025-05-25 01:24:21,41.29,9.29
TWR_460,2025-04-05 06:55:53,45.54,40.96
TWR_350,2025-11-03 22:58:07,47.06,22.25
TWR_291,2025-02-18 03:55:05,46.11,80.11
TWR_192,2025-05-11 16:29:18,66.66,69.67
TWR_154,2025-07-27 11:45:55,88.84,66.73
TWR_056,2025-01-17 17:42:48,37.4,31.44
TWR_401,2025-02-24 06:20:23,19.03,53.73
TWR_070,2025-08-24 20:41:47,78.45,92.24
TWR_188,2025-10-03 21:39:38,6.72,64.84
TWR_061,2025-11-02 20:24:37,61.06,15.9
TWR_463,2025-01-22 04:39:47,67.67,2.06
TWR_277,2025-11-27 09:10:15,5.15,47.08
TWR_451,2025-12-11 07:40:33,25.77,22.45
TWR_009,2025-02-27 12:55:53,11.84,74.88
TWR_075,2025-11-21 04:40:29,24.79,42.17
TWR_278,2025-07-13 03:52:28,86.78,15.7
TWR_412,2025-08-26 12:45:01,53.96,24.2
TWR_284,2025-09-15 21:05:17,19.95,90.92
TWR_330,2025-10-30 11:47:38,93.87,24.26
TWR_459,2025-03-05 02:48:12,61.94,99.05
TWR_059,2025-04-22 12:20:07,7.31,6.5
TWR_355,2025-04-13 18:01:32,77.56,18.37
TWR_396,2025-04-08 17:34:42,33.07,95.91
TWR_333,2025-07-29 21:41:07,77.9,53.95
TWR_113,2025-06-07 11:19:03,22.55,86.4
TWR_076,2025-06-25 06:32:44,51.15,84.8
TWR_431,2025-11-11 10:14:58,15.44,33.94
TWR_385,2025-09-27 18:47:31,13.34,42.94
TWR_394,2025-03-17 22:46:01,50.83,91.9
TWR_489,2025-05-31 11:14:55,53.23,98.71
TWR_055,2025-05-16 05:18:40,47.29,32.54
TWR_177,2025-10-13 12:01:40,21.64,55.4
TWR_333,2025-09-18 13:05:28,9.39,77.29
TWR_333,2025-02-17 10:05:06,19.31,95.78
TWR_332,2025-11-16 00:45:53,50.55,84.22
TWR_358,2025-07-18 20:05:52,52.36,38.54
TWR_126,2025-04-18 06:34:20,52.65,45.17
TWR_051,2025-10-23 07:36:59,29.13,9.94
TWR_096,2025-04-04 12:25:12,83.02,92.58
TWR_473,2025-02-01 04:35:46,19.65,70.13
TWR_031,2025-08-23 20:06:03,80.36,49.96
TWR_482,2025-07-31 15:38:40,21.12,3.08
TWR_151,2025-11-05 01:49:34,65.87,9.78
TWR_194,2025-01-26 23:21:42,21.79,60.36
TWR_174,2025-02-20 03:16:20,57.85,25.21
TWR_075,2025-10-13 09:53:15,78.98,73.95
TWR_058,2025-02-17 10:47:10,80.44,7.08
TWR_217,2025-09-08 06:25:19,69.64,36.14
TWR_107,2025-05-31 14:42:13,21.76,44.54
TWR_461,2025-11-08 09:52:42,61.45,97.2
TWR_255,2025-07-27 06:19:52,89.6,85.35
TWR_110,2025-01-17 08:06:21,84.57,92.05
TWR_416,2025-03-20 09:24:38,70.07,94.29
TWR_032,2025-07-25 09:44:26,96.26,12.94
TWR_119,2025-10-09 08:52:36,87.31,48.82
TWR_174,2025-02-28 12:52:02,77.86,88.73
TWR_262,2025-10-24 11:14:05,40.21,52.85
TWR_303,2025-07-31 18:41:30,37.96,45.48
TWR_111,2025-12-19 09:28:57,33.95,59.28
TWR_206,2025-02-25 10:16:07,51.43,70.65
TWR_209,2025-01-02 16:05:16,44.55,8.65
TWR_012,2025-07-24 13:56:37,25.43,13.89
TWR_364,2025-04-24 09:16:48,81.59,97.84
TWR_016,2025-05-17 08:27:06,78.6,12.77
TWR_128,2025-05-24 04:03:43,17.29,62.07
TWR_343,2025-03-02 17:55:05,58.6,0.48
TWR_205,2025-10-03 21:27:35,1.9,1.72
TWR_205,2025-08-20 05:13:31,68.29,95.29
TWR_351,2025-12-16 06:52:28,37.91,42.26
TWR_248,2025-03-02 16:24:47,60.95,97.74
TWR_200,2025-09-09 18:08:17,72.54,5.95
TWR_331,2025-09-09 22:20:15,23.13,25.27
TWR_083,2025-10-19 17:53:46,75.3,15.63
TWR_390,2025-08-01 14:04:51,20.55,80.07
TWR_458,2025-06-01 17:11:30,2.48,30.83
TWR_334,2025-04-08 16:11:00,53.04,55.07
TWR_469,2025-02-20 11:24:56,52.79,58.63
TWR_139,2025-08-25 17:18:03,24.49,41.94
TWR_065,2025-12-28 13:15:06,95.39,58.04
TWR_070,2025-10-27 04:18:10,86.57,99.15
TWR_103,2025-08-22 14:29:16,95.93,89.06
TWR_188,2025-11-26 06:40:02,37.63,81.94
TWR_400,2025-12-31 21:32:23,3.29,14.96
TWR_495,2025-08-18 19:18:04,45.97,16.43
TWR_300,2025-09-22 15:08:19,54.09,1.9
TWR_243,2025-06-21 01:02:45,67.81,79.63
TWR_027,2025-02-05 20:37:55,24.98,10.2
TWR_074,2025-08-07 13:59:14,17.31,38.7
TWR_159,2025-02-10 15:54:37,93.22,81.27
TWR_492,2025-02-11 04:51:00,57.1,4.27
TWR_273,2025-03-20 03:20:43,41.25,60.61
TWR_250,2025-07-17 19:16:05,9.71,36.44
TWR_045,2025-04-23 21:50:42,30.89,47.13
TWR_303,2025-08-22 04:20:23,44.28,84.55
TWR_273,2025-05-26 15:47:20,17.57,28.89
TWR_290,2025-05-02 03:00:16,21.07,18.52
TWR_213,2025-06-13 07:33:59,7.82,24.71
TWR_378,2025-11-11 23:47:57,34.95,43.43
TWR_402,2025-06-14 08:27:15,39.14,92.54
TWR_008,2025-04-11 04:54:34,90.45,64.38
TWR_420,2025-01-07 17:15:52,67.85,2.15
TWR_307,2025-05-07 08:03:29,28.46,90.08
TWR_393,2025-02-22 05:50:43,12.79,6.02
TWR_089,2025-03-15 08:09:34,91.46,15.98
TWR_175,2025-03-01 21:38:49,51.33,44.98
TWR_285,2025-02-18 01:59:56,45.25,13.25
TWR_150,2025-06-10 23:27:08,49.02,68.39
TWR_426,2025-12-24 10:16:06,45.65,23.69
TWR_424,2025-04-08 12:14:00,88.55,77.46
TWR_459,2025-11-23 23:14:40,80.88,76.07
TWR_075,2025-10-28 06:04:39,48.69,24.65
TWR_438,2025-03-23 21:20:14,77.74,85.36
TWR_101,2025-09-30 21:56:01,19.14,27.26
TWR_429,2025-07-26 16:14:06,21.22,97.96
TWR_299,2025-08-05 02:30:01,83.37,67.41
TWR_319,2025-03-02 05:55:38,9.92,41.69
TWR_082,2025-11-19 07:20:53,7.84,30.53
TWR_393,2025-04-25 10:54:59,79.69,31.1
TWR_305,2025-03-31 14:27:56,38.31,93.02
TWR_044,2025-12-23 15:54:35,29.79,4.12
TWR_331,2025-09-21 18:04:27,51.98,55.4
TWR_045,2025-03-18 00:55:56,17.38,78.83
TWR_189,2025-03-27 06:56:00,52.8,6.73
TWR_440,2025-08-04 00:38:12,94.94,15.04
TWR_401,2025-09-26 02:33:49,32.05,74.06
TWR_163,2025-09-28 19:09:11,85.54,2.03
TWR_450,2025-03-07 20:23:19,68.03,36.26
TWR_019,2025-06-20 18:52:52,54.5,30.41
TWR_208,2025-05-20 21:30:56,78.28,85.01
TWR_184,2025-10-30 14:48:31,23.81,60.43
TWR_374,2025-08-31 09:45:42,16.59,59.48
TWR_137,2025-02-11 15:46:36,16.87,10.22
TWR_193,2025-10-21 06:26:58,53.24,28.68
TWR_479,2025-01-02 06:52:04,97.27,90.49
TWR_443,2025-04-06 20:36:06,52.62,80.41
TWR_146,2025-02-26 14:19:02,94.42,73.32
TWR_221,2025-05-28 01:16:01,46.35,50.15
TWR_304,2025-07-25 08:19:15,96.87,41.13
TWR_334,2025-05-25 04:47:08,4.79,16.2
TWR_425,2025-03-16 07:41:28,8.32,64.64
TWR_444,2025-05-04 02:09:49,0.19,66.49
TWR_180,2025-10-09 19:33:42,42.8,94.86
TWR_427,2025-04-26 17:08:28,93.47,49.53
TWR_136,2025-08-26 17:31:34,51.37,70.51
TWR_079,2025-07-10 03:18:14,23.83,87.48
TWR_168,2025-07-23 19:31:49,87.98,50.64
TWR_345,2025-09-23 07:04:54,70.47,77.09
TWR_467,2025-04-06 20:02:57,1.59,37.84
TWR_264,2025-08-03 11:07:52,80.78,69.46
TWR_048,2025-05-04 08:26:28,15.85,66.85
TWR_439,2025-03-03 17:21:50,69.86,40.94
TWR_049,2025-06-07 02:09:52,81.61,34.63
TWR_363,2025-09-08 17:15:34,26.38,20.52
TWR_288,2025-11-28 07:23:12,76.2,67.55
TWR_020,2025-08-10 20:58:31,75.61,89.24
TWR_419,2025-08-16 01:30:15,57.81,67.01
TWR_479,2025-07-18 07:33:26,45.06,14.6
TWR_308,2025-09-16 05:16:39,33.54,6.33
TWR_153,2025-07-14 00:17:14,60.07,71.39
TWR_013,2025-04-25 02:40:04,61.86,25.53
TWR_413,2025-05-15 04:28:35,75.78,2.59
TWR_392,2025-05-13 07:57:57,61.57,93.08
TWR_372,2025-04-15 14:11:32,0.64,43.63
TWR_277,2025-11-28 04:54:41,3.23,42.82
TWR_481,2025-01-07 10:43:26,51.31,43.66
TWR_197,2025-09-14 21:40:03,90.0,21.31
TWR_064,2025-12-30 06:12:46,58.77,42.52
TWR_309,2025-12-18 15:26:20,84.65,36.05
TWR_272,2025-06-17 19:51:50,40.42,54.61
TWR_170,2025-06-18 22:31:06,75.04,50.8
TWR_427,2025-07-02 21:10:48,48.98,83.75
TWR_401,2025-12-22 08:38:15,52.66,50.17
TWR_184,2025-02-04 08:08:55,41.03,50.33
TWR_197,2025-04-22 06:23:10,18.62,24.93
TWR_111,2025-03-12 12:21:05,92.21,99.3
TWR_034,2025-11-01 15:01:50,26.94,1.41
TWR_348,2025-06-30 04:04:40,24.79,92.89
TWR_363,2025-09-10 15:37:30,30.24,93.95
TWR_203,2025-12-24 07:22:17,74.58,50.05
TWR_007,2025-06-19 14:03:10,24.71,64.55
TWR_207,2025-05-07 09:53:07,95.83,26.8
TWR_461,2025-07-23 06:15:50,19.4,81.29
TWR_395,2025-02-26 15:38:19,9.18,91.98
TWR_014,2025-09-30 10:02:34,1.13,90.95
TWR_064,2025-09-07 09:07:18,78.35,59.58
TWR_219,2025-09-19 14:01:04,90.14,67.27
TWR_354,2025-04-12 07:55:55,95.69,63.76
TWR_095,2025-01-16 00:40:11,98.63,44.05
TWR_116,2025-02-25 20:39:13,40.04,35.83
TWR_053,2025-07-03 15:09:40,96.33,86.78
TWR_446,2025-10-12 12:35:38,64.28,21.27
TWR_294,2025-01-19 03:56:19,95.14,85.05
TWR_130,2025-03-19 00:55:28,64.03,51.75
TWR_289,2025-04-11 02:48:57,28.72,37.24
TWR_008,2025-12-28 05:12:46,89.85,48.46
TWR_303,2025-12-11 03:57:48,30.26,39.59
TWR_326,2025-02-06 22:53:06,84.87,37.47
TWR_245,2025-11-28 02:09:20,87.89,23.13
TWR_088,2025-06-20 13:18:07,71.23,78.04
TWR_464,2025-10-28 05:24:43,1.04,87.1
TWR_222,2025-11-01 15:55:09,38.51,33.97
TWR_347,2025-01-08 10:56:17,69.15,13.04
TWR_322,2025-08-02 21:25:58,95.5,89.36
TWR_017,2025-12-22 05:33:35,8.42,63.15
TWR_347,2025-03-15 07:09:21,51.07,64.46
TWR_012,2025-06-06 08:11:10,65.38,61.59
TWR_349,2025-12-09 10:26:03,87.52,98.52
TWR_428,2025-11-22 21:44:15,83.87,76.69
TWR_162,2025-08-29 23:38:03,15.89,18.22
TWR_052,2025-11-03 21:43:34,5.24,92.68
TWR_144,2025-01-04 04:43:08,76.57,69.86
TWR_295,2025-04-25 15:36:33,80.04,87.17
TWR_327,2025-07-29 15:11:14,16.58,29.7
TWR_456,2025-12-07 12:02:09,85.54,72.78
TWR_297,2025-11-01 21:36:29,51.98,61.65
TWR_306,2025-01-31 23:24:08,12.5,4.2
TWR_270,2025-10-04 09:37:27,3.03,29.99
TWR_269,2025-03-14 00:02:25,98.94,51.02
TWR_044,2025-07-31 22:05:37,94.01,64.87
TWR_331,2025-10-05 15:03:16,41.24,53.92
TWR_084,2025-05-31 23:10:14,32.14,65.89
TWR_183,2025-07-27 03:37:21,62.39,11.03
TWR_394,2025-03-14 08:29:50,49.22,35.64
TWR_470,2025-08-29 08:51:40,99.24,66.36
TWR_441,2025-02-15 16:41:56,68.68,66.27
TWR_321,2025-08-13 18:22:49,20.0,31.77
TWR_001,2025-07-09 02:26:44,82.43,22.32
TWR_433,2025-01-26 17:18:24,29.74,46.94
TWR_155,2025-03-17 20:09:13,17.13,11.8
TWR_042,2025-01-29 20:27:11,14.35,3.87
TWR_077,2025-03-17 13:39:36,18.87,54.17
TWR_369,2025-12-03 05:42:55,89.37,14.95
TWR_073,2025-07-18 19:03:34,21.84,14.69
TWR_481,2025-05-24 14:31:29,38.73,28.55
TWR_182,2025-01-17 02:51:08,75.38,39.18
TWR_472,2025-04-12 03:59:43,71.34,9.51
TWR_344,2025-12-01 14:04:05,89.56,25.64
TWR_281,2025-01-25 10:33:06,49.06,15.16
TWR_184,2025-08-04 18:14:52,68.47,72.71
TWR_417,2025-04-18 12:51:40,25.04,63.04
TWR_451,2025-02-15 19:44:24,35.73,4.53
TWR_412,2025-05-23 22:03:05,88.25,41.68
TWR_490,2025-04-08 02:27:27,28.86,45.83
TWR_364,2025-05-12 10:08:09,36.79,8.68
TWR_010,2025-06-14 15:34:51,77.35,80.86
TWR_380,2025-01-01 12:33:17,69.82,16.22
TWR_099,2025-06-11 01:17:48,71.74,32.39
TWR_155,2025-08-08 16:16:59,35.95,98.96
TWR_233,2025-11-11 14:23:42,77.63,61.67
TWR_184,2025-06-12 23:24:22,68.82,83.27
TWR_079,2025-06-11 12:03:25,13.48,75.17
TWR_097,2025-10-17 23:57:24,75.51,50.21
TWR_034,2025-04-01 09:22:28,0.82,99.09
TWR_203,2025-05-17 15:12:18,47.51,63.05
TWR_275,2025-01-21 05:28:41,14.49,98.5
TWR_173,2025-10-15 03:11:33,70.21,32.66
TWR_101,2025-06-28 23:26:48,34.79,76.63
TWR_087,2025-04-15 04:04:08,64.59,49.41
TWR_202,2025-12-15 21:35:01,85.55,86.42
TWR_450,2025-01-28 03:40:29,40.37,10.41
TWR_017,2025-11-30 23:55:51,15.6,94.05
TWR_092,2025-06-10 22:45:33,15.3,34.15
TWR_432,2025-06-13 09:03:50,42.24,2.12
TWR_225,2025-06-14 17:48:48,11.58,7.79
TWR_405,2025-06-02 10:40:05,42.45,50.36
TWR_137,2025-08-27 06:13:34,55.63,21.85
TWR_347,2025-03-12 18:33:42,55.15,87.93
TWR_496,2025-10-12 02:19:46,55.92,88.5
TWR_486,2025-02-05 09:30:05,77.71,47.67
TWR_486,2025-03-16 23:32:04,53.38,0.14
TWR_180,2025-06-09 23:36:17,63.14,12.82
TWR_409,2025-12-03 06:14:58,90.76,12.22
TWR_296,2025-06-05 22:21:43,90.81,76.46
TWR_259,2025-04-04 09:29:33,29.35,59.36
TWR_342,2025-06-18 00:39:25,76.61,86.19
TWR_024,2025-08-07 05:40:05,15.24,47.76
TWR_252,2025-05-18 17:01:12,82.11,73.66
TWR_167,2025-01-20 22:57:06,55.69,53.7
TWR_123,2025-08-16 18:14:19,68.78,26.55
TWR_188,2025-02-17 10:28:47,32.68,69.14
TWR_057,2025-11-11 04:12:43,77.78,88.72
TWR_094,2025-08-18 06:35:32,59.08,28.85
TWR_051,2025-03-23 19:04:54,46.51,1.12
TWR_471,2025-03-31 20:17:17,87.49,80.96
TWR_417,2025-12-14 10:12:21,14.86,51.29
TWR_109,2025-05-16 03:43:34,12.36,43.23
TWR_320,2025-03-24 02:06:34,37.66,7.39
TWR_065,2025-07-21 21:08:06,88.16,74.02
TWR_086,2025-07-18 19:59:29,33.33,23.59
TWR_013,2025-06-14 14:17:48,57.88,71.18
TWR_280,2025-03-27 13:27:38,54.36,3.47
TWR_087,2025-10-21 09:01:24,96.05,43.49
TWR_008,2025-08-15 04:03:16,9.0,90.63
TWR_137,2025-10-27 22:38:34,69.21,18.72
TWR_402,2025-04-03 09:34:30,0.05,65.35
TWR_161,2025-06-23 11:37:55,82.0,53.12
TWR_173,2025-09-27 06:39:40,95.3,35.16
TWR_482,2025-09-23 06:26:27,77.61,78.1
TWR_322,2025-12-29 14:52:20,29.28,82.3
